20192345,Ad Astra,2:03,Drama,6.6,
20190750,The Platform,1:34,Drama,7,
20191580,Star Wars: The Rise of Skywalker,2:22,Accion,6.7,
20191245,The Lion King,1:58,Drama,6.9,
20200341,Onward,1:42,Accion,7.5,
20200450,Extraction,1:56,Drama,6.8,
20171580,Beauty and the Beast,2:09,Accion,7.1,
